entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/EUPATH_0011743,Vitamins,10,Daily consumption
http://purl.obolibrary.org/obo/EUPATH_0011801,Minerals,12,Daily consumption
http://www.ebi.ac.uk/efo/EFO_0004950,Birth date,1,Demographics
http://purl.obolibrary.org/obo/PATO_0000047,Sex,2,Demographics
http://purl.obolibrary.org/obo/EUPATH_0010520,Diarrheal diagnosis by medical professional,3,Diagnosis
http://purl.obolibrary.org/obo/EUPATH_0010521,ALRI diagnosis by medical professional,4,Diagnosis
http://purl.obolibrary.org/obo/EUPATH_0010522,Malaria diagnosis by medical professional,5,Diagnosis
http://purl.obolibrary.org/obo/EUPATH_0010500,Diarrheal episode combined Vesikari Clark severity,1,Diarrheal episode severity
http://purl.obolibrary.org/obo/EUPATH_0010524,Moderate to severe diarrhea by GEMS criteria,2,Diarrheal episode severity
http://purl.obolibrary.org/obo/EUPATH_0010946,Acute diarrhea,3,Diarrheal episode severity
http://purl.obolibrary.org/obo/EUPATH_0010971,Persistent diarrhea (more than 14 days),4,Diarrheal episode severity
http://purl.obolibrary.org/obo/EUPATH_0010973,Prolonged diarrheal episode (7 to 14 days),5,Diarrheal episode severity
http://purl.obolibrary.org/obo/EUPATH_0010480,Cumulative days with diarrhea,1,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0000665,Study-defined diarrhea,1,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010473,1st day of diarrheal episode,2,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010483,Days between diarrheal episodes,2,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010533,Loose stools in day,2,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010475,Day of diarrheal episode (ex LM induced),3,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010482,Days since last diarrheal episode,3,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010240,Max loose stools per day,3,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010472,Diarrheal episode #,4,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010238,Diarrheal episode duration (days),4,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010496,"Max loose stools per day, level",4,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010495,Diarrhea duration level,5,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010471,Diarrheal episode status,5,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010478,Cumulative diarrheal episode count,6,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010537,Sample collected at diarrheal episode,7,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010501,Diarrheal data present,8,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0011750,Diarrheal episode severity,8,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010474,Day in diarrheal episode,10,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0011339,Diarrheal stool sample,1,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0010557,Diarrheal stool classified by illness surveillance,2,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0010865,"1st diarrheal stool, for microbiology testing",3,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0010866,Cumulative 1st diarrheal stool sample count,4,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0010850,Per protocol diarrheal stool collection,5,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0010851,Cumulative per protocol diarrheal stool sample count,6,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0010550,Analyzable diarrheal stool,7,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0010845,Diarrheal stool collection #,8,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0011539,Diarrhea severity score within 2 days of stool collection,9,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0011358,Moderate-to-severe diarrhea by GEMS criteria within 2 days of stool collection,10,Diarrheal stool samples
http://purl.obolibrary.org/obo/EUPATH_0011921,24hr food recall survey conducted in target window,,Diet
http://purl.obolibrary.org/obo/EUPATH_0011056,24hr food recall survey date,,Diet
http://purl.obolibrary.org/obo/EUPATH_0011911,Target month for 24hr food recall survey,,Diet
http://purl.obolibrary.org/obo/EUPATH_0011073,Dietary intake secondary recall,2,Diet
http://purl.obolibrary.org/obo/EUPATH_0011060,Form collected for dietary intake secondary recall,3,Diet
http://purl.obolibrary.org/obo/EUPATH_0011740,Daily consumption,4,Diet
http://purl.obolibrary.org/obo/EUPATH_0011072,Days since prior dietary intake recall,4,Diet
http://purl.obolibrary.org/obo/EUPATH_0011067,Meal count during recall,5,Diet
http://purl.obolibrary.org/obo/EUPATH_0011643,WHO min meal frequency met,6,Diet
http://purl.obolibrary.org/obo/EUPATH_0011652,Feedings yesterday,7,Diet
http://purl.obolibrary.org/obo/EUPATH_0011638,Min acceptable diet for breastfed children,8,Diet
http://purl.obolibrary.org/obo/EUPATH_0011639,Min acceptable diet for non-breastfed children,9,Diet
http://purl.obolibrary.org/obo/EUPATH_0011640,Min diet diversity of at least 4 food groups yesterday,11,Diet
http://purl.obolibrary.org/obo/EUPATH_0011678,Different food groups consumed,12,Diet
http://purl.obolibrary.org/obo/EUPATH_0011625,Diet diversity score for children 0 to 5 months,13,Diet
http://purl.obolibrary.org/obo/EUPATH_0011626,Diet diversity score for children 6 to 8 months,14,Diet
http://purl.obolibrary.org/obo/EUPATH_0011648,Commercially available foods,15,Diet
http://purl.obolibrary.org/obo/FOODON_03412974,Liquids for consumption,16,Diet
http://purl.obolibrary.org/obo/FOODON_03430151,Solids for consumption,17,Diet
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,1,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,2,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,3,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0011586,Separate kitchen,4,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0011593,Room count,5,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0011617,Sanitation and drinking water score,1,Dwelling facilities
http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,2,Dwelling facilities
http://purl.obolibrary.org/obo/EUPATH_0010703,"Endolimax nana, by microscopy",2,Endolimax nana
http://purl.obolibrary.org/obo/EUPATH_0010704,Cumulative sum Endolimax nana-pos stools,1,Endolimax nana aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010706,Cumulative sum Endolimax nana-pos 1st monthly stools,2,Endolimax nana aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010705,Cumulative sum Endolimax nana-pos 1st diarrheal stools,3,Endolimax nana aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010754,"Entamoeba coli, by microscopy",3,Entamoeba coli
http://purl.obolibrary.org/obo/EUPATH_0010755,Cumulative sum Entamoeba coli-pos stools,1,Entamoeba coli aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010757,Cumulative sum Entamoeba coli-pos 1st monthly stools,2,Entamoeba coli aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010756,Cumulative sum Entamoeba coli-pos 1st diarrheal stools,3,Entamoeba coli aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010695,"Entamoeba histolytica, by ELISA",5,Entamoeba histolytica
http://purl.obolibrary.org/obo/EUPATH_0010696,Cumulative sum Entamoeba histolytica-pos stools,1,Entamoeba histolytica aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010698,Cumulative sum Entamoeba histolytica-pos 1st monthly stools,2,Entamoeba histolytica aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010697,Cumulative sum Entamoeba histolytica-pos 1st diarrheal stools,3,Entamoeba histolytica aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010656,Cumulative sum EAEC-pos stools,1,Enteroaggressive Escherichia coli (EAEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010658,Cumulative sum EAEC-pos 1st monthly stools,2,Enteroaggressive Escherichia coli (EAEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010657,Cumulative sum EAEC-pos 1st diarrheal stools,3,Enteroaggressive Escherichia coli (EAEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011831,Virulence factor genes aatA and aaiC aggregate data,4,Enteroaggressive Escherichia coli (EAEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010715,"Enterobius vermicularis, by microscopy",6,Enterobius vermicularis
http://purl.obolibrary.org/obo/EUPATH_0010716,Cumulative sum Enterobius vermicularis-pos stools,1,Enterobius vermicularis aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010718,Cumulative sum Enterobius vermicularis-pos 1st monthly stools,2,Enterobius vermicularis aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010717,Cumulative sum Enterobius vermicularis-pos 1st diarrheal stools,3,Enterobius vermicularis aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010700,Cumulative sum EIEC-pos stools,1,Enteroinvasive Escherichia coli (EIEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010702,Cumulative sum EIEC-pos 1st monthly stools,2,Enteroinvasive Escherichia coli (EIEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010701,Cumulative sum EIEC-pos 1st diarrheal stools,3,Enteroinvasive Escherichia coli (EIEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011828,Virulence factor gene ipaH aggregate data,4,Enteroinvasive Escherichia coli (EIEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010708,Cumulative sum EPEC-pos stools,1,Enteropathogenic Escherichia coli (EPEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010710,Cumulative sum EPEC-pos 1st monthly stools,2,Enteropathogenic Escherichia coli (EPEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010709,Cumulative sum EPEC-pos 1st diarrheal stools,3,Enteropathogenic Escherichia coli (EPEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010620,Cumulative sum atypical EPEC-pos stools,4,Enteropathogenic Escherichia coli (EPEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010622,Cumulative sum atypical EPEC-pos 1st monthly stools,5,Enteropathogenic Escherichia coli (EPEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010621,Cumulative sum atypical EPEC-pos 1st diarrheal stools,6,Enteropathogenic Escherichia coli (EPEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011826,Virulence factor genes bfpA and eae aggregate data,7,Enteropathogenic Escherichia coli (EPEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011826,Virulence factor genes bfpA and eae aggregate data,8,Enteropathogenic Escherichia coli (EPEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010712,Cumulative sum ETEC-pos stools,1,Enterotoxogenic Escherichia coli (ETEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010714,Cumulative sum ETEC-pos 1st monthly stools,2,Enterotoxogenic Escherichia coli (ETEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010713,Cumulative sum ETEC-pos 1st diarrheal stools,3,Enterotoxogenic Escherichia coli (ETEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011789,Heat stable (ST) enterotoxin aggregate data,4,Enterotoxogenic Escherichia coli (ETEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011788,Heat labile (LT) enterotoxin aggregate data,5,Enterotoxogenic Escherichia coli (ETEC) aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010630,"Escherichia coli, by bacteriology",1,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010655,"EAEC aatA-pos or aaiC-pos, by PCR",2,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010595,"EAEC aatA-pos and aaiC-pos, by PCR",3,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010699,"EIEC ipaH-pos, by PCR",6,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010707,"EPEC eae-pos and bfpA-pos, by PCR",8,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010667,"EPEC bfpA-pos, by PCR",9,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0011881,"EPEC eae-pos, by PCR",10,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010711,"ETEC LT-pos or ST-pos, by PCR",11,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010813,"ETEC LT-neg ST-pos, by PCR",14,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010746,"ETEC LT-pos ST-neg, by PCR",15,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010619,"Atypical EPEC, by PCR",16,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0010817,"STEC stx1-pos or stx2-pos, by PCR",17,Escherichia coli
http://purl.obolibrary.org/obo/EUPATH_0011773,Enteroaggressive Escherichia coli (EAEC) aggregate data,1,Escherichia coli aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011776,Enteroinvasive Escherichia coli (EIEC) aggregate data,2,Escherichia coli aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011778,Enteropathogenic Escherichia coli (EPEC) aggregate data,3,Escherichia coli aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011780,Enterotoxogenic Escherichia coli (ETEC) aggregate data,4,Escherichia coli aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011816,Shigatoxin producing Escherichia coli (STEC) aggregate data,5,Escherichia coli aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010578,Escherichia coli testing completed,1,Escherichia coli tests
http://purl.obolibrary.org/obo/EUPATH_0010631,Escherichia coli archived for PCR,2,Escherichia coli tests
http://purl.obolibrary.org/obo/EUPATH_0010577,Escherichia coli PCR performed,3,Escherichia coli tests
http://purl.obolibrary.org/obo/NCBITaxon_33277,Ancylostomatoidea,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_6252,Ascaris lumbricoides,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_71585,Balantidium coli,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_472572,Chilomastix mesnili,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_5806,Cryptosporidium,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_44417,Cyclospora,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_110788,Endolimax nana,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_110766,Entamoeba coli,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_5759,Entamoeba histolytica,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_51028,Enterobius vermicularis,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_5740,Giardia,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_6216,Hymenolepis diminuta,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_102285,Hymenolepis nana,,Eukaryota
http://purl.obolibrary.org/obo/NCIT_C123491,Iodamoeba butschlii,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_56625,Isospora,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_6181,Schistosoma,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_6248,Strongyloides stercoralis,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_6202,Taenia,,Eukaryota
http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,,Eukaryota
http://purl.obolibrary.org/obo/EUPATH_0010782,"Other parasites, by microscopy",16,Eukaryota
http://purl.obolibrary.org/obo/EUPATH_0010783,"Cumulative sum stools with other organisms, by wet prep microscopy",1,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010886,Mean parasite species count in stool samples,1,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010785,"Cumulative sum 1st monthly stools with other organisms, by wet prep microscopy",2,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010888,Mean parasite species count in 1st monthly stools,2,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010784,"Cumulative sum 1st diarrheal stools with other organisms, by wet prep microscopy",3,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010887,Mean parasite species count in 1st diarrheal stools,3,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010902,Cumulative sum parasite species in stool samples,4,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010763,"Cumulative sum stools with other organisms, by modified acid stain microscopy",4,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010765,"Cumulative sum 1st monthly stools with other organisms, by modified acid stain microscopy",5,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010903,Cumulative sum parasite species in 1st monthly stools,5,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010764,"Cumulative sum 1st diarrheal stools with other organisms, by modified acid stain microscopy",6,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010904,Cumulative sum parasite species in 1st diarrheal stools,6,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011764,Chilomastix mesnili aggregate data,7,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010883,Cumulative sum stools with parasites,7,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010884,Cumulative sum 1st monthly stools with parasites,8,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011771,Endolimax nana aggregate data,8,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010885,Cumulative sum 1st diarrheal stools with parasites,9,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011853,Entamoeba coli aggregate data,9,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011758,Ascaris lumbricoides aggregate data,10,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011793,Iodamoeba butschlii aggregate data,10,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011762,Balantidium coli aggregate data,11,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011767,Cryptosporidium aggregate data,12,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011768,Cyclospora aggregate data,13,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011772,Entamoeba histolytica aggregate data,14,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011775,Enterobius vermicularis aggregate data,15,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011787,Giardia aggregate data,16,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011790,Hookworm aggregate data,17,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011791,Hymenolepis diminuta aggregate data,18,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011792,Hymenolepis nana aggregate data,19,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011794,Isospora aggregate data,20,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011821,Strongyloides stercoralis aggregate data,21,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011819,Shistosoma aggregate data,22,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011823,Trichuris trichiura aggregate data,23,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011822,Taenia aggregate data,24,Eukaryote detection aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011092,Daily fat (g),1,Fat
http://purl.obolibrary.org/obo/EUPATH_0011091,Daily saturated fat (g),2,Fat
http://purl.obolibrary.org/obo/EUPATH_0011089,Daily monounsaturated fat (g),3,Fat
http://purl.obolibrary.org/obo/EUPATH_0011090,Daily polyunsaturated fat (g),4,Fat
http://purl.obolibrary.org/obo/EUPATH_0010582,Fecal viral testing completed,1,Fecal viral tests
http://purl.obolibrary.org/obo/EUPATH_0010589,Norovirus testing completed,1,Fecal viral tests
http://purl.obolibrary.org/obo/EUPATH_0010579,Adenovirus ELISA performed,2,Fecal viral tests
http://purl.obolibrary.org/obo/EUPATH_0010588,Norovirus RT-PCR performed,2,Fecal viral tests
http://purl.obolibrary.org/obo/EUPATH_0010580,Astrovirus ELISA performed,3,Fecal viral tests
http://purl.obolibrary.org/obo/EUPATH_0010581,Rotavirus ELISA performed,4,Fecal viral tests
http://purl.obolibrary.org/obo/EUPATH_0011690,Breastfeeding summary,,Feeding summary
http://purl.obolibrary.org/obo/EUPATH_0011191,Weaning summary,6,Feeding summary
http://purl.obolibrary.org/obo/EUPATH_0011922,Food security survey conducted in target window,,Food security
http://purl.obolibrary.org/obo/EUPATH_0011915,Target month for food security survey,,Food security
http://purl.obolibrary.org/obo/EUPATH_0011134,Food security survey date,1,Food security
http://purl.obolibrary.org/obo/EUPATH_0011132,Food security data entry date,2,Food security
http://purl.obolibrary.org/obo/EUPATH_0011151,Household food access insecurity score,3,Food security
http://purl.obolibrary.org/obo/EUPATH_0011145,Household food access insecurity scale,4,Food security
http://purl.obolibrary.org/obo/EUPATH_0011135,Went 24hrs without food last month,5,Food security
http://purl.obolibrary.org/obo/EUPATH_0011142,No food of any kind last month,6,Food security
http://purl.obolibrary.org/obo/EUPATH_0011143,Worried that there was not enough food last month,7,Food security
http://purl.obolibrary.org/obo/EUPATH_0011139,Went to sleep hungry last month,8,Food security
http://purl.obolibrary.org/obo/EUPATH_0011138,Ate fewer meals due to lack of food last month,9,Food security
http://purl.obolibrary.org/obo/EUPATH_0011144,Ate smaller meal than needed last month,10,Food security
http://purl.obolibrary.org/obo/EUPATH_0011141,Had to eat a limited variety of foods last month,11,Food security
http://purl.obolibrary.org/obo/EUPATH_0011136,Ate foods not wanted last month,12,Food security
http://purl.obolibrary.org/obo/EUPATH_0011137,Not able to eat preferred foods last month,13,Food security
http://purl.obolibrary.org/obo/OBI_0001627,Country,1,Geographic location
http://purl.obolibrary.org/obo/EUPATH_0011003,"Giardia, by ELISA",7,Giardia
http://purl.obolibrary.org/obo/EUPATH_0010723,Cumulative sum Giardia-pos stools,1,Giardia aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010725,Cumulative sum Giardia-pos 1st monthly stools,2,Giardia aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010724,Cumulative sum Giardia-pos 1st diarrheal stools,3,Giardia aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010680,Cumulative sum ETEC LT-pos stools,1,Heat labile (LT) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010682,Cumulative sum ETEC LT-pos 1st monthly stools,2,Heat labile (LT) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010681,Cumulative sum ETEC LT-pos 1st diarrheal stools,3,Heat labile (LT) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010747,Cumulative sum ETEC LT-pos ST-neg stools,4,Heat labile (LT) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010749,Cumulative sum ETEC LT-pos ST-neg 1st monthly stools,5,Heat labile (LT) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010748,Cumulative sum ETEC LT-pos ST-neg 1st diarrheal stools,6,Heat labile (LT) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010684,Cumulative sum ETEC ST-pos stools,1,Heat stable (ST) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010686,Cumulative sum ETEC ST-pos 1st monthly stools,2,Heat stable (ST) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010685,Cumulative sum ETEC ST-pos 1st diarrheal stools,3,Heat stable (ST) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010814,Cumulative sum ETEC LT-neg ST-pos stools,4,Heat stable (ST) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010816,Cumulative sum ETEC LT-neg ST-pos 1st monthly stools,5,Heat stable (ST) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010815,Cumulative sum ETEC LT-neg ST-pos 1st diarrheal stools,6,Heat stable (ST) enterotoxin aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010735,Cumulative sum Hookworm-pos stools,1,Hookworm aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010737,Cumulative sum Hookworm-pos 1st monthly stools,2,Hookworm aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010736,Cumulative sum Hookworm-pos 1st diarrheal stools,3,Hookworm aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,1,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0010546,"Referral, fieldworker assessment",1,Hospitalization
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,Household
http://purl.obolibrary.org/obo/EUPATH_0015467,Household observation type,,Household
http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,2,Household
http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,3,Household
http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,3,Household
http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,4,Household
http://purl.obolibrary.org/obo/EUPATH_0011603,Drinking water source categorization,1,Household water
http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,2,Household water
http://purl.obolibrary.org/obo/EUPATH_0010726,"Hymenolepis diminuta, by microscopy",9,Hymenolepis diminuta
http://purl.obolibrary.org/obo/EUPATH_0010727,Cumulative sum Hymenolepis diminuta-pos stools,1,Hymenolepis diminuta aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010729,Cumulative sum Hymenolepis diminuta-pos 1st monthly stools,2,Hymenolepis diminuta aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010728,Cumulative sum Hymenolepis diminuta-pos 1st diarrheal stools,3,Hymenolepis diminuta aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010730,"Hymenolepis nana, by microscopy",10,Hymenolepis nana
http://purl.obolibrary.org/obo/EUPATH_0010731,Cumulative sum Hymenolepis nana-pos stools,1,Hymenolepis nana aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010733,Cumulative sum Hymenolepis nana-pos 1st monthly stools,2,Hymenolepis nana aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010732,Cumulative sum Hymenolepis nana-pos 1st diarrheal stools,3,Hymenolepis nana aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011579,Currency exchange rate to USD,1,Income
http://purl.obolibrary.org/obo/EUPATH_0011601,Income score,2,Income
http://purl.obolibrary.org/obo/EUPATH_0011606,Income (USD),3,Income
http://purl.obolibrary.org/obo/EUPATH_0000727,Family income,4,Income
http://purl.obolibrary.org/obo/EUPATH_0010738,"Iodamoeba butschlii, by microscopy",4,Iodamoeba butschlii
http://purl.obolibrary.org/obo/EUPATH_0010739,Cumulative sum Iodamoeba butschlii-pos stools,1,Iodamoeba butschlii aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010741,Cumulative sum Iodamoeba butschlii-pos 1st monthly stools,2,Iodamoeba butschlii aggregate data
http://purl.obolibrary.org/obo/EUPATH_0010740,Cumulative sum Iodamoeba butschlii-pos 1st diarrheal stools,3,Iodamoeba butschlii aggregate data
http://purl.obolibrary.org/obo/EUPATH_0011005,"Isospora, by microscopy",11,Isospora
